symbol,latestQuote_ap,latestQuote_as,latestQuote_ax,latestQuote_bp,latestQuote_bs,latestQuote_bx,latestQuote_c,latestQuote_t,expires,price,dailyBar_c,dailyBar_h,dailyBar_l,dailyBar_n,dailyBar_o,dailyBar_t,dailyBar_v,dailyBar_vw,latestTrade_c,latestTrade_p,latestTrade_s,latestTrade_t,latestTrade_x,minuteBar_c,minuteBar_h,minuteBar_l,minuteBar_n,minuteBar_o,minuteBar_t,minuteBar_v,minuteBar_vw,prevDailyBar_c,prevDailyBar_h,prevDailyBar_l,prevDailyBar_n,prevDailyBar_o,prevDailyBar_t,prevDailyBar_v,prevDailyBar_vw,impliedVolatility,greeks_delta,greeks_gamma,greeks_rho,greeks_theta,greeks_vega
BTC251219C00036000,6.11,653,X,4.58,23,U, ,2025-11-19T19:02:05.739493729Z,2025-12-19,36000,19.16,19.16,19.16,1.0,19.16,2025-08-13T04:00:00Z,3.0,19.16,a,19.16,3.0,2025-08-13T17:27:52.895386662Z,I,19.16,19.16,19.16,1.0,19.16,2025-08-13T17:27:00Z,3.0,19.16,12.85,12.85,12.85,1.0,12.85,2025-05-08T04:00:00Z,2.0,12.85,0.7596,0.7064,0.0401,0.0185,-0.0517,0.0389
BTC260116P00065000,26.15,15,X,24.13,20,B, ,2025-11-19T19:00:05.195792038Z,2026-01-16,65000,15.0,15.0,15.0,1.0,15.0,2025-07-11T04:00:00Z,9.0,15.0,I,15.0,9.0,2025-07-11T14:59:07.066672086Z,I,15.0,15.0,15.0,1.0,15.0,2025-07-11T14:59:00Z,9.0,15.0,17.98,17.98,17.93,4.0,17.93,2025-07-07T04:00:00Z,9.0,17.974444,,,,,,
BTC280121C00051000,13.2,15,U,8.83,21,A,A,2025-11-19T19:03:32.682219341Z,2028-01-21,51000,17.43,17.43,17.43,1.0,17.43,2025-10-29T04:00:00Z,1.0,17.43,a,17.43,1.0,2025-10-29T13:41:14.258350256Z,X,17.43,17.43,17.43,1.0,17.43,2025-10-29T13:41:00Z,1.0,17.43,20.0,20.0,20.0,3.0,20.0,2025-10-27T04:00:00Z,10.0,20.0,0.5949,0.5897,0.0112,0.266,-0.0096,0.226
BTC251219P00071000,31.65,18,Z,29.66,20,B, ,2025-11-19T19:00:05.195792414Z,2025-12-19,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121P00053000,14.09,33,S,11.75,51,S, ,2025-11-19T19:03:36.492039115Z,2025-11-21,53000,12.2,12.2,12.2,1.0,12.2,2025-11-18T05:00:00Z,5.0,12.2,e,12.2,5.0,2025-11-18T15:46:39.936811097Z,B,12.2,12.2,12.2,1.0,12.2,2025-11-18T15:46:00Z,5.0,12.2,7.5,7.5,7.5,1.0,7.5,2025-11-12T05:00:00Z,2.0,7.5,,,,,,
BTC270115P00025000,3.63,26,A,0.92,24,S,A,2025-11-19T19:03:45.248709041Z,2027-01-15,25000,2.0,2.0,2.0,1.0,2.0,2025-11-19T05:00:00Z,1.0,2.0,I,2.0,1.0,2025-11-19T16:13:02.866426563Z,P,2.0,2.0,2.0,1.0,2.0,2025-11-19T16:13:00Z,1.0,2.0,2.15,2.15,1.5,2.0,1.5,2025-11-17T05:00:00Z,9.0,1.572222,0.5815,-0.1344,0.0088,-0.0876,-0.0056,0.0918
BTC251219C00041000,1.93,18,U,1.57,19,E,A,2025-11-19T19:03:43.948259862Z,2025-12-19,41000,1.83,2.46,1.8,21.0,2.46,2025-11-19T05:00:00Z,43.0,2.079767,a,1.83,1.0,2025-11-19T17:42:38.599360004Z,X,1.83,1.83,1.83,1.0,1.83,2025-11-19T17:42:00Z,1.0,1.83,2.66,2.85,2.62,4.0,2.85,2025-11-18T05:00:00Z,5.0,2.698,0.5223,0.4355,0.0667,0.0127,-0.0404,0.0445
BTC270115C00031000,15.73,14,U,12.76,14,E, ,2025-11-19T19:00:27.01561525Z,2027-01-15,31000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5903,0.7763,0.0119,0.1893,-0.0104,0.1268
BTC260320P00069000,31.31,19,Z,28.05,21,E, ,2025-11-19T19:02:05.740886084Z,2026-03-20,69000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7329,-0.8609,0.0133,-0.211,-0.0086,0.0503
BTC270115P00068000,31.11,12,E,27.21,12,E,A,2025-11-19T19:03:45.064359704Z,2027-01-15,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5553,-0.7077,0.0146,-0.6598,-0.0042,0.1457
BTC251219P00040000,2.94,23,M,2.26,187,X, ,2025-11-19T19:03:38.210620375Z,2025-12-19,40000,2.67,2.68,2.0,11.0,2.2,2025-11-19T05:00:00Z,17.0,2.290588,a,2.67,3.0,2025-11-19T18:39:33.086274374Z,C,2.67,2.67,2.67,1.0,2.67,2025-11-19T18:39:00Z,3.0,2.67,1.85,2.05,1.8,9.0,2.05,2025-11-18T05:00:00Z,26.0,1.901923,0.5249,-0.4988,0.0672,-0.0183,-0.0371,0.0451
BTC260116C00045000,1.62,18,E,1.38,20,E,A,2025-11-19T19:03:20.847104825Z,2026-01-16,45000,1.5,1.75,1.5,3.0,1.75,2025-11-19T05:00:00Z,11.0,1.572727,I,1.5,6.0,2025-11-19T18:27:56.374115153Z,U,1.5,1.5,1.5,1.0,1.5,2025-11-19T18:27:00Z,6.0,1.5,1.99,2.06,1.73,14.0,1.73,2025-11-18T05:00:00Z,157.0,1.996624,0.5292,0.3119,0.0425,0.0172,-0.0265,0.0556
BTC260116C00058000,0.77,164,B,0.07,20,B, ,2025-11-19T19:02:01.905112478Z,2026-01-16,58000,1.62,1.9,1.62,2.0,1.9,2025-10-31T04:00:00Z,6.0,1.666667,f,1.62,5.0,2025-10-31T18:41:55.400744824Z,M,1.62,1.62,1.62,1.0,1.62,2025-10-31T18:41:00Z,5.0,1.62,4.7,4.7,4.7,1.0,4.7,2025-10-08T04:00:00Z,11.0,4.7,0.6614,0.0955,0.0163,0.0053,-0.0156,0.0267
BTC270115C00030000,16.99,20,S,14.64,1,A,B,2025-11-19T19:02:54.316356918Z,2027-01-15,30000,15.0,15.0,15.0,1.0,15.0,2025-11-19T05:00:00Z,4.0,15.0,I,15.0,4.0,2025-11-19T16:25:54.944559592Z,I,15.0,15.0,15.0,1.0,15.0,2025-11-19T16:25:00Z,4.0,15.0,16.6,16.6,16.6,1.0,16.6,2025-11-17T05:00:00Z,1.0,16.6,0.6745,0.7867,0.0102,0.1759,-0.0113,0.1233
BTC280121P00063000,29.38,9,E,25.04,12,U,A,2025-11-19T19:03:32.441290064Z,2028-01-21,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5703,-0.5208,0.012,-1.0374,-0.004,0.2316
BTC270115C00062000,6.34,11,E,1.48,11,E,A,2025-11-19T19:02:30.368948082Z,2027-01-15,62000,10.25,10.25,10.25,1.0,10.25,2025-10-10T04:00:00Z,3.0,10.25,a,10.25,3.0,2025-10-10T15:36:45.213356294Z,X,10.25,10.25,10.25,1.0,10.25,2025-10-10T15:36:00Z,3.0,10.25,11.6,11.6,11.6,1.0,11.6,2025-10-06T04:00:00Z,3.0,11.6,0.5432,0.3395,0.0159,0.1096,-0.0109,0.1553
BTC260320P00061000,21.66,8,U,20.08,28,E, ,2025-11-19T19:00:27.013855742Z,2026-03-20,61000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.3623,-0.9729,0.0076,-0.1964,0.0041,0.0142
BTC280121P00059000,25.77,11,E,21.72,12,E,A,2025-11-19T19:03:50.112471579Z,2028-01-21,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5499,-0.5015,0.0125,-0.9456,-0.0041,0.2319
BTC260116P00075000,36.82,16,X,33.04,20,B, ,2025-11-19T19:00:05.195792038Z,2026-01-16,75000,22.0,22.0,22.0,1.0,22.0,2025-10-03T04:00:00Z,3.0,22.0,I,22.0,3.0,2025-10-03T13:31:33.570626847Z,I,22.0,22.0,22.0,1.0,22.0,2025-10-03T13:31:00Z,3.0,22.0,24.95,24.95,24.95,2.0,24.95,2025-09-08T04:00:00Z,3.0,24.95,,,,,,
BTC260116C00068000,0.73,322,A,0.0,0,?,A,2025-11-19T19:00:42.525686023Z,2026-01-16,68000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC251121P00040000,1.18,27,C,0.83,22,C,A,2025-11-19T19:03:19.376908635Z,2025-11-21,40000,1.25,1.25,0.53,18.0,0.55,2025-11-19T05:00:00Z,126.0,1.103175,I,1.23,3.0,2025-11-19T18:30:03.819974351Z,B,1.25,1.25,1.25,1.0,1.25,2025-11-19T18:30:00Z,3.0,1.25,0.44,0.8,0.35,10.0,0.61,2025-11-18T05:00:00Z,34.0,0.450588,0.5926,-0.6158,0.2208,-0.0014,-0.1624,0.0112
BTC251219P00044000,5.55,24,U,4.03,65,E,A,2025-11-19T19:02:52.800233523Z,2025-12-19,44000,4.81,4.81,4.62,3.0,4.62,2025-11-19T05:00:00Z,3.0,4.693333,g,4.81,1.0,2025-11-19T17:42:17.233303393Z,C,4.81,4.81,4.81,1.0,4.81,2025-11-19T17:42:00Z,1.0,4.81,3.9,4.45,3.9,2.0,4.45,2025-11-18T05:00:00Z,2.0,4.175,0.372,-0.8269,0.0609,-0.0307,-0.0139,0.0289
BTC260116C00040000,3.28,2,I,3.05,13,E, ,2025-11-19T19:03:26.168337799Z,2026-01-16,40000,3.3,4.3,3.3,11.0,4.3,2025-11-19T05:00:00Z,31.0,3.41871,I,3.3,4.0,2025-11-19T17:40:51.981673513Z,A,3.3,3.3,3.3,1.0,3.3,2025-11-19T17:40:00Z,4.0,3.3,4.22,4.35,3.3,10.0,3.3,2025-11-18T05:00:00Z,43.0,3.911395,0.5281,0.527,0.0479,0.028,-0.0304,0.0626
BTC270115C00064000,6.02,26,A,2.68,17,U,A,2025-11-19T19:03:26.868764244Z,2027-01-15,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5907,0.3514,0.0148,0.1099,-0.0119,0.1573
BTC280121C00042000,15.34,7,S,11.16,11,E,A,2025-11-19T19:03:50.097274493Z,2028-01-21,42000,13.8,13.8,13.8,1.0,13.8,2025-11-17T05:00:00Z,10.0,13.8,I,13.8,10.0,2025-11-17T19:05:15.099270625Z,I,13.8,13.8,13.8,1.0,13.8,2025-11-17T19:05:00Z,10.0,13.8,15.2,15.6,15.2,31.0,15.58,2025-11-14T05:00:00Z,324.0,15.412901,0.5841,0.6701,0.0107,0.2863,-0.0089,0.2105
BTC260618P00040000,6.46,26,U,5.55,202,X, ,2025-11-19T19:03:32.981626043Z,2026-06-18,40000,5.8,6.04,5.8,2.0,6.04,2025-11-19T05:00:00Z,11.0,5.821818,I,5.8,10.0,2025-11-19T18:41:18.756856963Z,T,5.8,5.8,5.8,1.0,5.8,2025-11-19T18:41:00Z,10.0,5.8,5.15,5.15,5.12,2.0,5.12,2025-11-17T05:00:00Z,6.0,5.145,0.5193,-0.4144,0.025,-0.1292,-0.0121,0.1169
BTC251219P00027000,0.73,280,A,0.0,0,?, ,2025-11-19T19:00:27.012618209Z,2025-12-19,27000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC280121C00053000,12.27,15,S,7.52,14,A,A,2025-11-19T19:03:07.487442518Z,2028-01-21,53000,15.58,15.58,15.5,2.0,15.5,2025-09-19T04:00:00Z,2.0,15.54,f,15.58,1.0,2025-09-19T15:14:15.981484279Z,N,15.58,15.58,15.58,1.0,15.58,2025-09-19T15:14:00Z,1.0,15.58,,,,,,,,,0.5664,0.5592,0.012,0.2642,-0.0093,0.2294
BTC260618P00059000,21.11,66,X,18.56,48,E,A,2025-11-19T19:03:33.6056907Z,2026-06-18,59000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5051,-0.7884,0.0191,-0.2944,-0.0052,0.0868
BTC280121C00061000,10.34,15,B,5.65,11,E,A,2025-11-19T19:03:06.976755427Z,2028-01-21,61000,9.25,9.25,9.25,1.0,9.25,2025-11-14T05:00:00Z,3.0,9.25,a,9.25,3.0,2025-11-14T20:59:34.356361944Z,X,9.25,9.25,9.25,1.0,9.25,2025-11-14T20:59:00Z,3.0,9.25,,,,,,,,,0.5552,0.4854,0.0124,0.2422,-0.0091,0.2318
BTC260320C00070000,0.47,17,U,0.12,16,U,A,2025-11-19T19:00:28.906040749Z,2026-03-20,70000,0.34,0.34,0.34,1.0,0.34,2025-11-19T05:00:00Z,1.0,0.34,a,0.34,1.0,2025-11-19T17:54:43.680372899Z,I,0.34,0.34,0.34,1.0,0.34,2025-11-19T17:54:00Z,1.0,0.34,0.8,0.8,0.8,1.0,0.8,2025-11-13T05:00:00Z,1.0,0.8,0.567,0.0599,0.0092,0.0069,-0.0066,0.027
BTC260618C00053000,3.53,511,A,2.24,208,A,A,2025-11-19T19:03:09.442585653Z,2026-06-18,53000,3.64,3.64,3.64,1.0,3.64,2025-11-14T05:00:00Z,5.0,3.64,g,3.64,5.0,2025-11-14T19:06:10.698141855Z,C,3.64,3.64,3.64,1.0,3.64,2025-11-14T19:06:00Z,5.0,3.64,,,,,,,,,0.5506,0.3281,0.0219,0.0581,-0.0152,0.1083
BTC260320P00063000,24.58,33,X,21.87,27,Z, ,2025-11-19T19:00:27.013706219Z,2026-03-20,63000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5336,-0.9082,0.0136,-0.1957,-0.0021,0.0374
BTC251219C00052000,0.73,352,A,0.07,13,E,B,2025-11-19T19:03:51.5080371Z,2025-12-19,52000,0.2,0.3,0.15,17.0,0.22,2025-11-17T05:00:00Z,119.0,0.196471,a,0.2,1.0,2025-11-17T20:59:37.064363569Z,X,0.2,0.2,0.2,1.0,0.2,2025-11-17T20:59:00Z,1.0,0.2,0.27,0.34,0.27,4.0,0.34,2025-11-14T05:00:00Z,21.0,0.296667,0.7188,0.1107,0.0232,0.0033,-0.026,0.0214
BTC280121C00054000,11.86,15,S,7.19,11,E,A,2025-11-19T19:03:15.209767171Z,2028-01-21,54000,14.0,14.0,14.0,1.0,14.0,2025-10-16T04:00:00Z,8.0,14.0,e,14.0,8.0,2025-10-16T19:54:12.418494959Z,B,14.0,14.0,14.0,1.0,14.0,2025-10-16T19:54:00Z,8.0,14.0,18.9,18.9,18.9,2.0,18.9,2025-10-09T04:00:00Z,10.0,18.9,0.5601,0.5472,0.0122,0.262,-0.0092,0.2303
BTC260618C00025000,18.28,370,X,15.42,117,B, ,2025-11-19T19:02:05.740309434Z,2026-06-18,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7394,0.8708,0.0095,0.1011,-0.0128,0.0632
BTC251121P00057000,18.23,22,X,15.74,42,C,A,2025-11-19T19:03:41.227314715Z,2025-11-21,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260320C00065000,0.77,12,E,0.47,1,J,A,2025-11-19T19:03:49.989421555Z,2026-03-20,65000,2.49,2.49,2.49,1.0,2.49,2025-10-23T04:00:00Z,10.0,2.49,a,2.49,10.0,2025-10-23T14:51:15.650346992Z,B,2.49,2.49,2.49,1.0,2.49,2025-10-23T14:51:00Z,10.0,2.49,2.43,2.43,2.43,1.0,2.43,2025-10-22T04:00:00Z,2.0,2.43,0.6006,0.1084,0.0136,0.0121,-0.0109,0.0422
BTC260320P00030000,1.43,19,U,0.83,212,A,A,2025-11-19T19:03:49.561440188Z,2026-03-20,30000,1.2,1.21,1.2,2.0,1.21,2025-11-19T05:00:00Z,3.0,1.206667,I,1.2,1.0,2025-11-19T18:09:54.623287803Z,I,1.2,1.2,1.2,1.0,1.2,2025-11-19T18:09:00Z,1.0,1.2,1.04,1.07,1.04,4.0,1.07,2025-11-17T05:00:00Z,4.0,1.05,0.5614,-0.1475,0.0181,-0.023,-0.0114,0.0524
BTC260320C00075000,0.63,265,A,0.0,0,?,A,2025-11-19T19:00:49.723898268Z,2026-03-20,75000,0.35,0.35,0.35,1.0,0.35,2025-11-14T05:00:00Z,1.0,0.35,a,0.35,1.0,2025-11-14T18:12:42.905371449Z,X,0.35,0.35,0.35,1.0,0.35,2025-11-14T18:12:00Z,1.0,0.35,1.6,1.6,1.6,1.0,1.6,2025-10-21T04:00:00Z,1.0,1.6,,,,,,
BTC270115C00049000,8.53,35,A,4.42,20,U,A,2025-11-19T19:03:51.723219626Z,2027-01-15,49000,8.0,8.0,8.0,1.0,8.0,2025-11-14T05:00:00Z,2.0,8.0,I,8.0,2.0,2025-11-14T14:30:01.410966861Z,I,8.0,8.0,8.0,1.0,8.0,2025-11-14T14:30:00Z,2.0,8.0,9.0,9.0,9.0,1.0,9.0,2025-11-13T05:00:00Z,1.0,9.0,0.5382,0.4935,0.0175,0.1502,-0.012,0.1692
BTC260320C00062000,1.12,141,B,0.33,14,E,A,2025-11-19T19:03:34.522432876Z,2026-03-20,62000,2.3,2.3,2.3,1.0,2.3,2025-10-17T04:00:00Z,1.0,2.3,I,2.3,1.0,2025-10-17T14:27:36.656332053Z,D,2.3,2.3,2.3,1.0,2.3,2025-10-17T14:27:00Z,1.0,2.3,3.45,3.45,3.45,1.0,3.45,2025-10-14T04:00:00Z,5.0,3.45,0.5823,0.1264,0.0157,0.0141,-0.0118,0.0471
BTC270115C00071000,4.74,34,A,1.77,23,U,A,2025-11-19T19:03:38.16310703Z,2027-01-15,71000,6.7,6.7,6.7,1.0,6.7,2025-10-14T04:00:00Z,1.0,6.7,I,6.7,1.0,2025-10-14T13:30:16.322621923Z,C,6.7,6.7,6.7,1.0,6.7,2025-10-14T13:30:00Z,1.0,6.7,,,,,,,,,0.5782,0.2842,0.0138,0.092,-0.0106,0.1438
BTC270115C00055000,5.97,21,E,4.92,13,E,A,2025-11-19T19:03:33.872375776Z,2027-01-15,55000,5.9,5.9,5.7,2.0,5.7,2025-11-19T05:00:00Z,2.0,5.8,g,5.9,1.0,2025-11-19T16:40:28.788672165Z,C,5.9,5.9,5.9,1.0,5.9,2025-11-19T16:40:00Z,1.0,5.9,5.93,5.93,5.68,2.0,5.68,2025-11-18T05:00:00Z,2.0,5.805,0.5607,0.4271,0.0165,0.1318,-0.0121,0.1664
BTC251219P00057000,18.54,15,Z,15.71,20,Z, ,2025-11-19T18:52:53.695861114Z,2025-12-19,57000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116P00064000,24.9,16,X,22.61,20,B, ,2025-11-19T19:00:05.195792038Z,2026-01-16,64000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260116C00046000,1.37,24,B,0.98,13,E,A,2025-11-19T19:03:13.742716792Z,2026-01-16,46000,1.35,1.35,1.35,1.0,1.35,2025-11-19T05:00:00Z,1.0,1.35,a,1.35,1.0,2025-11-19T17:23:13.843375539Z,X,1.35,1.35,1.35,1.0,1.35,2025-11-19T17:23:00Z,1.0,1.35,1.65,1.65,1.54,3.0,1.54,2025-11-18T05:00:00Z,4.0,1.6225,0.5098,0.266,0.0409,0.0148,-0.0237,0.0516
BTC260618C00049000,4.59,338,A,3.08,123,B,A,2025-11-19T19:03:38.087670509Z,2026-06-18,49000,7.5,7.5,7.5,1.0,7.5,2025-10-30T04:00:00Z,5.0,7.5,I,7.5,5.0,2025-10-30T17:23:20.060964512Z,A,7.5,7.5,7.5,1.0,7.5,2025-10-30T17:23:00Z,5.0,7.5,8.96,8.96,8.96,1.0,8.96,2025-10-29T04:00:00Z,1.0,8.96,0.5581,0.4018,0.0231,0.0694,-0.0166,0.116
BTC260618P00065000,26.78,72,E,24.25,59,E,A,2025-11-19T19:03:15.220719046Z,2026-06-18,65000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5549,-0.8218,0.0157,-0.3349,-0.0044,0.0782
BTC251219P00052000,13.93,35,A,11.1,27,E, ,2025-11-19T19:00:27.013376375Z,2025-12-19,52000,10.9,10.9,10.32,2.0,10.32,2025-11-17T05:00:00Z,23.0,10.824348,I,10.9,20.0,2025-11-17T17:34:34.332135567Z,U,10.9,10.9,10.9,1.0,10.9,2025-11-17T17:34:00Z,20.0,10.9,7.94,7.94,7.94,2.0,7.94,2025-11-07T05:00:00Z,2.0,7.94,0.5529,-0.9499,0.0165,-0.0411,-0.0054,0.0117
BTC251121P00035000,0.42,63,I,0.0,0,?, ,2025-11-19T19:01:42.74673745Z,2025-11-21,35000,0.4,0.4,0.1,3.0,0.1,2025-11-19T05:00:00Z,3.0,0.223333,I,0.4,1.0,2025-11-19T18:32:01.385858651Z,X,0.4,0.4,0.4,1.0,0.4,2025-11-19T18:32:00Z,1.0,0.4,0.1,0.2,0.1,2.0,0.2,2025-11-18T05:00:00Z,5.0,0.16,,,,,,
BTC260320C00054000,1.73,240,A,0.98,22,U,A,2025-11-19T19:03:45.988133472Z,2026-03-20,54000,1.75,1.75,1.75,1.0,1.75,2025-11-18T05:00:00Z,10.0,1.75,e,1.75,10.0,2025-11-18T19:41:48.853714877Z,B,1.75,1.75,1.75,1.0,1.75,2025-11-18T19:41:00Z,10.0,1.75,1.8,1.85,1.8,3.0,1.85,2025-11-14T05:00:00Z,3.0,1.816667,0.5562,0.2173,0.0233,0.0239,-0.0161,0.0668
BTC251219P00033000,0.58,1,I,0.03,1333,A,A,2025-11-19T19:03:48.292508261Z,2025-12-19,33000,0.55,0.55,0.28,4.0,0.33,2025-11-19T05:00:00Z,22.0,0.327273,I,0.53,2.0,2025-11-19T16:46:41.847520418Z,A,0.55,0.55,0.55,1.0,0.55,2025-11-19T16:46:00Z,2.0,0.55,0.45,0.45,0.45,1.0,0.45,2025-11-14T05:00:00Z,1.0,0.45,0.5276,-0.101,0.0296,-0.0035,-0.0171,0.02
BTC260320P00048000,10.25,13,E,8.58,699,X, ,2025-11-19T19:03:11.806261038Z,2026-03-20,48000,6.35,6.35,6.35,1.0,6.35,2025-11-04T05:00:00Z,3.0,6.35,g,6.35,3.0,2025-11-04T17:36:47.000441825Z,C,6.35,6.35,6.35,1.0,6.35,2025-11-04T17:36:00Z,3.0,6.35,6.2,6.2,6.2,1.0,6.2,2025-10-16T04:00:00Z,1.0,6.2,0.4358,-0.728,0.0335,-0.1264,-0.0096,0.0754
BTC270115P00020000,2.02,15,U,0.13,14,E, ,2025-11-19T19:00:27.013185541Z,2027-01-15,20000,1.5,1.5,1.0,2.0,1.0,2025-10-15T04:00:00Z,2.0,1.25,I,1.5,1.0,2025-10-15T19:13:07.735548541Z,A,1.5,1.5,1.5,1.0,1.5,2025-10-15T19:13:00Z,1.0,1.5,,,,,,,,,0.5884,-0.0731,0.0056,-0.0458,-0.0037,0.0589
BTC260116C00060000,0.73,542,A,0.12,23,U,A,2025-11-19T19:03:50.024851156Z,2026-01-16,60000,0.42,0.42,0.42,1.0,0.42,2025-11-19T05:00:00Z,10.0,0.42,f,0.42,10.0,2025-11-19T18:06:04.652822511Z,W,0.42,0.42,0.42,1.0,0.42,2025-11-19T18:06:00Z,10.0,0.42,0.3,0.5,0.24,4.0,0.24,2025-11-18T05:00:00Z,11.0,0.361818,0.7055,0.0919,0.0149,0.0051,-0.0161,0.0259
BTC270115C00060000,6.12,18,U,3.43,14,E, ,2025-11-19T19:00:27.01292887Z,2027-01-15,60000,5.1,5.1,5.05,2.0,5.05,2025-11-18T05:00:00Z,2.0,5.075,a,5.1,1.0,2025-11-18T16:44:11.742369211Z,X,5.1,5.1,5.05,2.0,5.05,2025-11-18T16:44:00Z,2.0,5.075,5.13,5.4,5.05,3.0,5.4,2025-11-14T05:00:00Z,3.0,5.193333,0.5773,0.3817,0.0156,0.1189,-0.012,0.1617
BTC270115C00026000,18.66,12,U,15.81,22,E,A,2025-11-19T19:02:57.927498356Z,2027-01-15,26000,24.66,24.66,24.66,1.0,24.66,2025-10-30T04:00:00Z,5.0,24.66,a,24.66,5.0,2025-10-30T17:27:44.437364125Z,X,24.66,24.66,24.66,1.0,24.66,2025-10-30T17:27:00Z,5.0,24.66,,,,,,,,,0.6002,0.8486,0.0092,0.1877,-0.0086,0.0995
BTC251219P00049000,10.03,13,E,8.0,35,B, ,2025-11-19T19:01:42.919412083Z,2025-12-19,49000,5.42,5.42,5.42,1.0,5.42,2025-11-13T05:00:00Z,1.0,5.42,g,5.42,1.0,2025-11-13T18:48:52.572333284Z,C,5.42,5.42,5.42,1.0,5.42,2025-11-13T18:48:00Z,1.0,5.42,4.2,4.5,4.2,2.0,4.5,2025-11-11T05:00:00Z,15.0,4.3,,,,,,
BTC270115C00032000,14.91,17,U,11.93,16,U, ,2025-11-19T19:00:28.254768264Z,2027-01-15,32000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.567,0.7622,0.0129,0.1924,-0.0104,0.1312
BTC280121C00056000,11.47,15,B,6.86,11,E,A,2025-11-19T19:03:36.043525204Z,2028-01-21,56000,10.15,10.15,10.1,2.0,10.1,2025-11-17T05:00:00Z,3.0,10.133333,I,10.15,2.0,2025-11-17T18:02:11.01919209Z,Q,10.15,10.15,10.15,1.0,10.15,2025-11-17T18:02:00Z,2.0,10.15,,,,,,,,,0.5633,0.5314,0.0121,0.2562,-0.0093,0.2312
BTC251219C00073000,0.73,308,A,0.0,0,?,A,2025-11-19T19:00:44.169643149Z,2025-12-19,73000,0.35,0.35,0.34,2.0,0.34,2025-11-17T05:00:00Z,2.0,0.345,f,0.35,1.0,2025-11-17T14:55:05.343820309Z,W,0.35,0.35,0.34,2.0,0.34,2025-11-17T14:55:00Z,2.0,0.345,0.3,0.3,0.3,1.0,0.3,2025-10-17T04:00:00Z,1.0,0.3,,,,,,
BTC260116P00071000,32.14,16,Z,29.86,20,Z, ,2025-11-19T18:52:53.695385858Z,2026-01-16,71000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BTC260618P00025000,1.42,10,U,0.68,131,B, ,2025-11-19T19:02:05.740325634Z,2026-06-18,25000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.5978,-0.1007,0.0098,-0.029,-0.007,0.0529
BTC260618P00053000,15.63,72,A,13.13,52,A,A,2025-11-19T19:03:37.997962269Z,2026-06-18,53000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.4607,-0.7281,0.024,-0.2491,-0.0065,0.0995
BTC251219P00058000,20.4,17,Z,16.56,20,Z,A,2025-11-19T18:43:25.771542822Z,2025-12-19,58000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.7043,-0.9635,0.01,-0.0464,-0.0045,0.009
BTC280121C00039000,16.81,13,U,12.58,15,E,A,2025-11-19T19:01:42.918649963Z,2028-01-21,39000,19.9,19.9,19.5,6.0,19.9,2025-11-03T05:00:00Z,6.0,19.666667,I,19.9,1.0,2025-11-03T15:56:09.958676743Z,N,19.9,19.9,19.5,3.0,19.5,2025-11-03T15:56:00Z,3.0,19.666667,20.8,21.0,20.8,4.0,21.0,2025-09-22T04:00:00Z,4.0,20.885,0.6069,0.7053,0.0098,0.2851,-0.0089,0.2005
BTC260320C00050000,2.029,20,A,1.03,520,A,A,2025-11-19T19:03:52.061576256Z,2026-03-20,50000,2.0,2.2,2.0,2.0,2.2,2025-11-19T05:00:00Z,2.0,2.1,I,2.0,1.0,2025-11-19T15:45:12.251604612Z,A,2.0,2.0,2.0,1.0,2.0,2025-11-19T15:45:00Z,1.0,2.0,2.45,2.8,2.45,8.0,2.67,2025-11-14T05:00:00Z,19.0,2.667895,0.4942,0.2589,0.0288,0.0288,-0.0159,0.0735
